bin_center,density,counts,bin_left,bin_right
1.4214966504685496,0.01845634577843402,10922.0,1.3981934266903766,1.4447998742467225
1.4681030980248955,0.015370422942797843,9702.0,1.4447998742467225,1.4914063218030684
1.5147095455812414,0.01299109135091264,8729.0,1.4914063218030684,1.5380127693594143
1.5613159931375873,0.011189181591726443,7988.0,1.5380127693594143,1.5846192169157602
1.6079224406939332,0.009418114555771446,7131.0,1.5846192169157602,1.6312256644721062
1.654528888250279,0.007968225433586855,6388.0,1.6312256644721062,1.677832112028452
1.701135335806625,0.006606625687026316,5599.0,1.677832112028452,1.724438559584798
1.747741783362971,0.005442941060315932,4869.0,1.724438559584798,1.7710450071411437
1.7943482309193166,0.0044776947295934386,4222.0,1.7710450071411437,1.8176514546974896
1.8409546784756625,0.00378837172166949,3760.0,1.8176514546974896,1.8642579022538355
1.8875611260320084,0.003129199145170578,3265.0,1.8642579022538355,1.9108643498101814
1.9341675735883543,0.00253113197628933,2773.0,1.9108643498101814,1.9574707973665273
1.9807740211447002,0.002106199946136448,2420.0,1.9574707973665273,2.004077244922873
2.027380468701046,0.0017446317944553834,2100.0,2.004077244922873,2.050683692479219
2.0739869162573923,0.0013559125995051676,1708.0,2.050683692479219,2.097290140035565
2.1205933638137378,0.0010934636370078755,1440.0,2.097290140035565,2.143896587591911
2.167199811370084,0.0009706010350855183,1335.0,2.143896587591911,2.190503035148257
2.2138062589264296,0.0007552802884073427,1084.0,2.190503035148257,2.2371094827046027
2.260412706482776,0.0005593823033861772,837.0,2.2371094827046027,2.2837159302609487
2.3070191540391214,0.0004863245182333077,758.0,2.2837159302609487,2.3303223778172946
2.3536256015954677,0.0003969822124059317,644.0,2.3303223778172946,2.3769288253736405
2.400232049151813,0.000288657592745471,487.0,2.3769288253736405,2.4235352729299864
2.4468384967081596,0.00023670012492476954,415.0,2.4235352729299864,2.4701417204863323
2.493444944264505,0.000180699860550753,329.0,2.4701417204863323,2.5167481680426778
2.5400513918208505,0.00015031256253549593,284.0,2.5167481680426778,2.5633546155990237
2.586657839377197,0.00011330195055994531,222.0,2.5633546155990237,2.6099610631553696
2.6332642869335423,9.307556883586594e-05,189.0,2.6099610631553696,2.6565675107117155
2.6798707344898887,6.7043179866172e-05,141.0,2.6565675107117155,2.7031739582680614
2.726477182046234,5.4664676423198605e-05,119.0,2.7031739582680614,2.7497804058244073
2.7730836296025805,4.9290242214690535e-05,111.0,2.7497804058244073,2.796386853380753
2.819690077158926,3.4359867293283836e-05,80.0,2.796386853380753,2.842993300937099
2.8662965247152723,2.4107397064596366e-05,58.0,2.842993300937099,2.889599748493445
2.9129029722716178,2.454950066942635e-05,61.0,2.889599748493445,2.936206196049791
2.959509419827964,1.3255759582351727e-05,34.0,2.936206196049791,2.982812643606137
3.0061158673843096,1.0580642253156232e-05,28.0,2.982812643606137,3.0294190911624828
3.052722314940656,6.59574105494514e-06,18.0,3.0294190911624828,3.0760255387188287
3.0993287624970014,4.621404740821358e-06,13.0,3.0760255387188287,3.1226319862751746
3.1459352100533478,4.8305287863648685e-06,14.0,3.1226319862751746,3.1692384338315205
3.192541657609693,3.0153364750372623e-06,9.0,3.1692384338315205,3.2158448813878664
3.2391481051660396,2.9291899495617596e-06,9.0,3.2158448813878664,3.2624513289442123
3.285754552722385,2.2140868479921254e-06,7.0,3.2624513289442123,3.309057776500558
3.3323610002787314,1.2300505403519308e-06,4.0,3.309057776500558,3.355664224056904
3.378967447835077,8.972644969898634e-07,3.0,3.355664224056904,3.40227067161325
3.425573895391423,2.9100520049018163e-07,1.0,3.40227067161325,3.448877119169596
3.4721803429477687,5.664910557137035e-07,2.0,3.448877119169596,3.4954835667259414
3.518786790504114,0.0,0.0,3.4954835667259414,3.5420900142822873
3.5653932380604605,0.0,0.0,3.5420900142822873,3.5886964618386332
3.611999685616806,2.6174156636574695e-07,1.0,3.5886964618386332,3.635302909394979
3.6586061331731523,0.0,0.0,3.635302909394979,3.681909356951325
3.7052125807294978,2.487380034989922e-07,1.0,3.681909356951325,3.728515804507671
